OrderID,CustomerID,CustomerName,Email,Phone,OrderDate,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,TaxRate,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,ShippingAddress,City,State,ZipCode,Country
ORD100244,CUST5687,Customer 5687,customer5687@example.com,+1-555-3382,2023-08-22 04:00:00,PRD665,Product 665,Books,8,20.02,0.22,0.08,18.32,153.24,Credit Card,Cancelled,1951 Main St,City14,PA,71998,USA
ORD100245,CUST4054,Customer 4054,customer4054@example.com,+1-555-1094,2023-09-09 05:00:00,PRD805,Product 805,Toys,8,889.03,0.17,0.08,6.44,6381.85,Debit Card,Cancelled,8042 Main St,City30,NC,78956,USA
ORD100246,CUST2261,Customer 2261,customer2261@example.com,+1-555-2394,2023-03-15 16:00:00,PRD927,Product 927,Health,8,533.75,0.27,0.08,8.32,3374.79,PayPal,Delivered,4613 Main St,City56,TX,68899,USA
ORD100247,CUST3549,Customer 3549,customer3549@example.com,+1-555-3928,2023-05-18 20:00:00,PRD886,Product 886,Automotive,6,456.21,0.24,0.08,24.03,2270.77,Credit Card,Delivered,1841 Main St,City62,NC,84205,USA
ORD100248,CUST1313,Customer 1313,customer1313@example.com,+1-555-4676,2023-09-11 11:00:00,PRD920,Product 920,Electronics,4,988.61,0.02,0.08,21.7,4207.08,Debit Card,Delivered,9891 Main St,City35,NC,70788,USA
ORD100249,CUST9145,Customer 9145,customer9145@example.com,+1-555-2261,2023-03-07 19:00:00,PRD383,Product 383,Health,9,15.65,0.13,0.08,24.26,156.6,Debit Card,Delivered,1806 Main St,City13,PA,14416,USA
ORD100250,CUST1567,Customer 1567,customer1567@example.com,+1-555-3670,2023-06-19 21:00:00,PRD954,Product 954,Health,3,485.32,0.08,0.08,22.98,1469.62,Cash on Delivery,Delivered,3431 Main St,City94,PA,52384,USA
ORD100251,CUST6301,Customer 6301,customer6301@example.com,+1-555-6125,2023-03-04 08:00:00,PRD578,Product 578,Electronics,4,168.54,0.29,0.08,10.85,527.8,PayPal,Delivered,9503 Main St,City27,OH,19304,USA
ORD100252,CUST5883,Customer 5883,customer5883@example.com,+1-555-6708,2023-06-20 23:00:00,PRD262,Product 262,Sports,8,632.28,0.08,0.08,20.21,5046.08,Bank Transfer,Pending,1928 Main St,City48,IL,94088,USA
ORD100253,CUST6100,Customer 6100,customer6100@example.com,+1-555-8670,2023-06-30 15:00:00,PRD129,Product 129,Electronics,3,185.57,0.25,0.08,5.63,456.57,PayPal,Pending,2831 Main St,City16,NY,35712,USA
ORD100254,CUST6751,Customer 6751,customer6751@example.com,+1-555-3163,2023-08-06 12:00:00,PRD145,Product 145,Clothing,2,87.96,0.23,0.08,7.16,153.46,Bank Transfer,Shipped,291 Main St,City58,GA,32542,USA
ORD100255,CUST5481,Customer 5481,customer5481@example.com,+1-555-5865,2023-03-25 05:00:00,PRD333,Product 333,Home & Garden,9,497.47,0.11,0.08,5.18,4308.69,Debit Card,Shipped,5022 Main St,City85,IL,31937,USA
ORD100256,CUST5025,Customer 5025,customer5025@example.com,+1-555-4959,2023-09-20 14:00:00,PRD405,Product 405,Home & Garden,5,249.55,0.06,0.08,7.08,1273.8,PayPal,Shipped,1767 Main St,City88,OH,79959,USA
ORD100257,CUST3196,Customer 3196,customer3196@example.com,+1-555-7809,2023-02-28 23:00:00,PRD848,Product 848,Books,9,454.72,0.03,0.08,17.57,4304.85,Debit Card,Cancelled,6016 Main St,City83,NC,36583,USA
ORD100258,CUST4707,Customer 4707,customer4707@example.com,+1-555-8729,2023-12-30 08:00:00,PRD768,Product 768,Sports,3,695.95,0.16,0.08,20.52,1914.62,PayPal,Delivered,7646 Main St,City57,NC,31525,USA
ORD100259,CUST4492,Customer 4492,customer4492@example.com,+1-555-2644,2023-09-25 12:00:00,PRD262,Product 262,Books,2,835.45,0.23,0.08,16.17,1405.69,Debit Card,Processing,1157 Main St,City95,CA,56053,USA
ORD100260,CUST1024,Customer 1024,customer1024@example.com,+1-555-8834,2023-01-03 11:00:00,PRD703,Product 703,Automotive,5,281.19,0.26,0.08,16.95,1140.59,Debit Card,Processing,8261 Main St,City84,NC,60396,USA
ORD100261,CUST4392,Customer 4392,customer4392@example.com,+1-555-8795,2023-06-24 04:00:00,PRD604,Product 604,Toys,9,341.22,0.04,0.08,7.62,3191.61,Cash on Delivery,Cancelled,4752 Main St,City2,MI,20397,USA
ORD100262,CUST9836,Customer 9836,customer9836@example.com,+1-555-2910,2023-12-06 22:00:00,PRD870,Product 870,Toys,5,793.07,0.17,0.08,16.85,3571.39,PayPal,Processing,4743 Main St,City37,FL,66532,USA
ORD100263,CUST6344,Customer 6344,customer6344@example.com,+1-555-2518,2023-02-01 13:00:00,PRD249,Product 249,Toys,10,81.04,0.25,0.08,8.91,665.33,Credit Card,Delivered,6201 Main St,City23,MI,69133,USA
ORD100264,CUST1701,Customer 1701,customer1701@example.com,+1-555-1265,2023-12-01 01:00:00,PRD493,Product 493,Clothing,10,149.84,0.01,0.08,12.04,1614.13,Debit Card,Processing,792 Main St,City90,OH,40532,USA
ORD100265,CUST8244,Customer 8244,customer8244@example.com,+1-555-3803,2023-01-03 23:00:00,PRD118,Product 118,Clothing,1,919.37,0.07,0.08,15.5,938.92,Bank Transfer,Shipped,6917 Main St,City24,NC,49664,USA
ORD100266,CUST1665,Customer 1665,customer1665@example.com,+1-555-7711,2023-12-21 06:00:00,PRD628,Product 628,Clothing,4,614.14,0.04,0.08,18.2,2565.16,Bank Transfer,Cancelled,1277 Main St,City61,OH,51446,USA
ORD100267,CUST6647,Customer 6647,customer6647@example.com,+1-555-8656,2023-05-21 07:00:00,PRD878,Product 878,Toys,8,250.19,0.22,0.08,10.5,1696.58,Bank Transfer,Pending,5862 Main St,City9,TX,15645,USA
ORD100268,CUST5585,Customer 5585,customer5585@example.com,+1-555-5416,2023-03-31 00:00:00,PRD795,Product 795,Books,2,952.98,0.25,0.08,8.77,1552.6,PayPal,Shipped,1548 Main St,City45,PA,63962,USA
ORD100269,CUST6160,Customer 6160,customer6160@example.com,+1-555-4789,2023-11-14 16:00:00,PRD579,Product 579,Home & Garden,8,571.7,0.2,0.08,6.22,3957.81,Cash on Delivery,Delivered,197 Main St,City77,GA,51560,USA
ORD100270,CUST4874,Customer 4874,customer4874@example.com,+1-555-9103,2023-04-03 06:00:00,PRD520,Product 520,Clothing,5,133.06,0.29,0.08,13.52,523.67,Bank Transfer,Cancelled,3959 Main St,City41,NY,34880,USA
ORD100271,CUST1896,Customer 1896,customer1896@example.com,+1-555-4184,2023-11-15 05:00:00,PRD397,Product 397,Books,3,753.98,0.07,0.08,12.96,2284.85,Bank Transfer,Pending,4345 Main St,City76,PA,43523,USA
ORD100272,CUST5418,Customer 5418,customer5418@example.com,+1-555-3777,2023-01-24 15:00:00,PRD561,Product 561,Electronics,1,224.43,0.24,0.08,21.46,205.67,Bank Transfer,Processing,9358 Main St,City80,TX,64060,USA
ORD100273,CUST6572,Customer 6572,customer6572@example.com,+1-555-3958,2023-07-29 05:00:00,PRD481,Product 481,Sports,6,176.7,0.25,0.08,16.03,874.79,Credit Card,Delivered,5455 Main St,City4,OH,78791,USA
ORD100274,CUST5478,Customer 5478,customer5478@example.com,+1-555-9000,2023-02-22 18:00:00,PRD756,Product 756,Electronics,7,601.24,0.06,0.08,16.74,4289.39,PayPal,Processing,3276 Main St,City23,TX,30144,USA
ORD100275,CUST7134,Customer 7134,customer7134@example.com,+1-555-2943,2023-05-18 17:00:00,PRD757,Product 757,Health,6,740.79,0.22,0.08,18.21,3762.46,Cash on Delivery,Shipped,7659 Main St,City34,MI,76019,USA
ORD100276,CUST3799,Customer 3799,customer3799@example.com,+1-555-4400,2023-08-24 16:00:00,PRD472,Product 472,Health,4,158.4,0.17,0.08,24.41,592.37,Debit Card,Delivered,4341 Main St,City51,FL,48706,USA
ORD100277,CUST8173,Customer 8173,customer8173@example.com,+1-555-8586,2023-11-26 23:00:00,PRD433,Product 433,Electronics,3,222.49,0.16,0.08,10.64,616.17,Debit Card,Pending,6814 Main St,City78,NC,12688,USA
ORD100278,CUST3284,Customer 3284,customer3284@example.com,+1-555-8688,2023-04-09 13:00:00,PRD423,Product 423,Clothing,3,890.23,0.27,0.08,21.59,2127.16,Bank Transfer,Pending,6346 Main St,City97,FL,30618,USA
ORD100279,CUST8947,Customer 8947,customer8947@example.com,+1-555-2260,2023-01-30 23:00:00,PRD747,Product 747,Sports,6,232.64,0.07,0.08,7.91,1409.89,Debit Card,Pending,2688 Main St,City71,CA,35473,USA
ORD100280,CUST8150,Customer 8150,customer8150@example.com,+1-555-4464,2023-05-08 13:00:00,PRD617,Product 617,Home & Garden,7,178.98,0.09,0.08,12.31,1243.62,Cash on Delivery,Processing,667 Main St,City91,PA,74908,USA
ORD100281,CUST9776,Customer 9776,customer9776@example.com,+1-555-4336,2023-01-20 09:00:00,PRD933,Product 933,Automotive,1,245.82,0.25,0.08,8.22,207.33,Credit Card,Pending,3730 Main St,City72,OH,48561,USA
ORD100282,CUST5711,Customer 5711,customer5711@example.com,+1-555-8158,2023-02-12 17:00:00,PRD385,Product 385,Clothing,5,394.33,0.2,0.08,12.69,1716.2,Credit Card,Shipped,145 Main St,City70,GA,92876,USA
ORD100283,CUST4736,Customer 4736,customer4736@example.com,+1-555-9958,2023-09-29 06:00:00,PRD569,Product 569,Health,7,484.97,0.26,0.08,5.99,2719.11,Bank Transfer,Delivered,6904 Main St,City9,NY,60613,USA
ORD100284,CUST6319,Customer 6319,customer6319@example.com,+1-555-4029,2023-06-18 03:00:00,PRD443,Product 443,Sports,6,328.82,0.06,0.08,16.22,2019.13,Cash on Delivery,Delivered,4669 Main St,City50,CA,31894,USA
ORD100285,CUST6093,Customer 6093,customer6093@example.com,+1-555-5797,2023-02-05 01:00:00,PRD964,Product 964,Automotive,5,728.99,0.12,0.08,21.98,3486.14,Debit Card,Processing,2411 Main St,City41,TX,62697,USA
ORD100286,CUST2736,Customer 2736,customer2736@example.com,+1-555-5762,2023-06-21 21:00:00,PRD617,Product 617,Toys,4,898.27,0.06,0.08,20.2,3667.89,Cash on Delivery,Processing,9079 Main St,City99,IL,74757,USA
ORD100287,CUST9993,Customer 9993,customer9993@example.com,+1-555-6459,2023-08-09 13:00:00,PRD712,Product 712,Books,1,405.99,0.09,0.08,9.98,408.99,Credit Card,Processing,5986 Main St,City27,IL,66519,USA
ORD100288,CUST2804,Customer 2804,customer2804@example.com,+1-555-9304,2023-05-06 10:00:00,PRD220,Product 220,Electronics,9,825.83,0.12,0.08,23.97,7087.79,Debit Card,Delivered,4890 Main St,City58,NC,48309,USA
ORD100289,CUST8579,Customer 8579,customer8579@example.com,+1-555-6868,2023-08-28 19:00:00,PRD969,Product 969,Books,5,894.0,0.02,0.08,13.32,4744.37,PayPal,Cancelled,3531 Main St,City38,FL,39612,USA
ORD100290,CUST7041,Customer 7041,customer7041@example.com,+1-555-1325,2023-10-14 04:00:00,PRD897,Product 897,Toys,9,958.72,0.12,0.08,24.77,8225.28,Credit Card,Cancelled,6022 Main St,City47,NC,62485,USA
ORD100291,CUST2984,Customer 2984,customer2984@example.com,+1-555-6328,2023-04-10 07:00:00,PRD983,Product 983,Health,3,794.95,0.03,0.08,13.07,2511.44,Debit Card,Processing,9753 Main St,City58,NY,66819,USA
ORD100292,CUST4241,Customer 4241,customer4241@example.com,+1-555-5842,2023-12-22 06:00:00,PRD705,Product 705,Home & Garden,7,889.29,0.11,0.08,21.48,6004.98,Cash on Delivery,Shipped,7334 Main St,City58,NY,37679,USA
ORD100293,CUST4721,Customer 4721,customer4721@example.com,+1-555-4254,2023-02-01 02:00:00,PRD661,Product 661,Books,3,549.86,0.08,0.08,17.55,1656.57,PayPal,Pending,6038 Main St,City94,GA,81543,USA
ORD100294,CUST8697,Customer 8697,customer8697@example.com,+1-555-5205,2023-06-07 07:00:00,PRD615,Product 615,Electronics,10,582.56,0.29,0.08,14.68,4481.75,Debit Card,Processing,2285 Main St,City19,PA,68468,USA
ORD100295,CUST8477,Customer 8477,customer8477@example.com,+1-555-4082,2023-02-17 22:00:00,PRD172,Product 172,Electronics,4,434.82,0.25,0.08,23.36,1432.18,Credit Card,Delivered,4908 Main St,City57,FL,82335,USA
ORD100296,CUST5768,Customer 5768,customer5768@example.com,+1-555-1690,2023-08-19 19:00:00,PRD259,Product 259,Clothing,8,410.38,0.01,0.08,23.75,3533.98,Bank Transfer,Pending,3864 Main St,City9,GA,81853,USA
ORD100297,CUST2204,Customer 2204,customer2204@example.com,+1-555-1226,2023-02-26 02:00:00,PRD498,Product 498,Home & Garden,9,274.42,0.13,0.08,15.53,2336.14,PayPal,Cancelled,1430 Main St,City9,CA,97691,USA
ORD100298,CUST5773,Customer 5773,customer5773@example.com,+1-555-6994,2023-11-14 19:00:00,PRD407,Product 407,Home & Garden,10,911.69,0.29,0.08,23.11,7013.95,Credit Card,Pending,7852 Main St,City83,IL,13739,USA
ORD100299,CUST8147,Customer 8147,customer8147@example.com,+1-555-3479,2023-10-12 16:00:00,PRD709,Product 709,Toys,5,78.72,0.15,0.08,22.67,383.99,Bank Transfer,Shipped,8321 Main St,City99,TX,11758,USA
ORD100300,CUST1017,Customer 1017,customer1017@example.com,+1-555-3864,2023-08-01 01:00:00,PRD510,Product 510,Sports,10,63.66,0.18,0.08,7.13,570.9,Bank Transfer,Cancelled,9153 Main St,City100,OH,21278,USA
ORD100301,CUST4426,Customer 4426,customer4426@example.com,+1-555-9706,2023-12-22 15:00:00,PRD174,Product 174,Clothing,3,680.91,0.14,0.08,15.92,1913.21,Cash on Delivery,Cancelled,9803 Main St,City60,GA,20381,USA
ORD100302,CUST7856,Customer 7856,customer7856@example.com,+1-555-9777,2023-04-05 11:00:00,PRD143,Product 143,Automotive,7,281.92,0.1,0.08,20.75,1938.93,PayPal,Shipped,6518 Main St,City97,PA,66953,USA
ORD100303,CUST8311,Customer 8311,customer8311@example.com,+1-555-9353,2023-11-26 10:00:00,PRD610,Product 610,Books,3,716.86,0.19,0.08,12.27,1893.6,PayPal,Pending,3929 Main St,City43,TX,85613,USA
ORD100304,CUST8571,Customer 8571,customer8571@example.com,+1-555-1854,2023-02-17 11:00:00,PRD784,Product 784,Sports,5,922.08,0.15,0.08,15.76,4248.11,Credit Card,Shipped,1683 Main St,City92,CA,37443,USA
ORD100305,CUST2438,Customer 2438,customer2438@example.com,+1-555-6376,2023-03-01 22:00:00,PRD554,Product 554,Books,10,263.65,0.14,0.08,15.45,2464.23,Credit Card,Delivered,29 Main St,City73,TX,61917,USA
ORD100306,CUST1584,Customer 1584,customer1584@example.com,+1-555-7924,2023-03-06 16:00:00,PRD344,Product 344,Automotive,5,877.3,0.06,0.08,14.4,4467.57,Debit Card,Cancelled,1580 Main St,City89,CA,45108,USA
ORD100307,CUST4713,Customer 4713,customer4713@example.com,+1-555-5024,2023-08-02 16:00:00,PRD469,Product 469,Health,9,211.91,0.14,0.08,15.46,1786.86,Bank Transfer,Processing,6111 Main St,City59,IL,85029,USA
ORD100308,CUST4925,Customer 4925,customer4925@example.com,+1-555-6749,2023-11-03 23:00:00,PRD670,Product 670,Health,6,92.75,0.02,0.08,14.26,603.26,Bank Transfer,Delivered,4223 Main St,City95,OH,46670,USA
ORD100309,CUST1812,Customer 1812,customer1812@example.com,+1-555-7263,2023-07-07 15:00:00,PRD280,Product 280,Automotive,2,56.64,0.1,0.08,17.1,127.21,Bank Transfer,Pending,5777 Main St,City49,GA,68499,USA
ORD100310,CUST9724,Customer 9724,customer9724@example.com,+1-555-9630,2023-05-19 04:00:00,PRD724,Product 724,Clothing,3,345.63,0.01,0.08,23.97,1132.61,Cash on Delivery,Pending,7587 Main St,City8,CA,14778,USA
ORD100311,CUST8870,Customer 8870,customer8870@example.com,+1-555-6763,2023-08-08 02:00:00,PRD811,Product 811,Automotive,1,123.96,0.18,0.08,7.38,117.16,PayPal,Shipped,5812 Main St,City5,IL,38540,USA
ORD100312,CUST3940,Customer 3940,customer3940@example.com,+1-555-9212,2023-05-24 14:00:00,PRD984,Product 984,Sports,1,330.28,0.2,0.08,17.79,303.15,Cash on Delivery,Pending,8623 Main St,City27,MI,23015,USA
ORD100313,CUST6875,Customer 6875,customer6875@example.com,+1-555-3469,2023-04-26 14:00:00,PRD403,Product 403,Toys,9,964.0,0.2,0.08,6.86,7502.92,Cash on Delivery,Delivered,43 Main St,City100,NY,73742,USA
ORD100314,CUST6525,Customer 6525,customer6525@example.com,+1-555-2612,2023-12-09 08:00:00,PRD830,Product 830,Books,2,188.16,0.02,0.08,10.13,408.43,Credit Card,Shipped,7880 Main St,City18,CA,18245,USA
ORD100315,CUST9315,Customer 9315,customer9315@example.com,+1-555-6267,2023-05-02 00:00:00,PRD416,Product 416,Sports,8,654.71,0.23,0.08,22.05,4377.7,Cash on Delivery,Delivered,9834 Main St,City10,FL,97937,USA
ORD100316,CUST5990,Customer 5990,customer5990@example.com,+1-555-2144,2023-05-25 19:00:00,PRD926,Product 926,Home & Garden,1,37.31,0.11,0.08,18.57,54.43,Cash on Delivery,Delivered,8125 Main St,City83,OH,28980,USA
ORD100317,CUST9298,Customer 9298,customer9298@example.com,+1-555-5381,2023-05-19 12:00:00,PRD366,Product 366,Health,7,567.51,0.0,0.08,14.49,4304.87,PayPal,Processing,8379 Main St,City99,TX,54490,USA
ORD100318,CUST9027,Customer 9027,customer9027@example.com,+1-555-5932,2023-10-09 20:00:00,PRD584,Product 584,Health,9,916.59,0.13,0.08,16.26,7767.31,Credit Card,Delivered,5673 Main St,City28,GA,37721,USA
ORD100319,CUST3479,Customer 3479,customer3479@example.com,+1-555-2553,2023-09-03 11:00:00,PRD864,Product 864,Automotive,8,209.79,0.1,0.08,22.5,1653.83,Debit Card,Cancelled,5513 Main St,City70,MI,46603,USA
ORD100320,CUST4393,Customer 4393,customer4393@example.com,+1-555-5449,2023-06-15 01:00:00,PRD811,Product 811,Health,9,797.69,0.0,0.08,19.77,7773.32,Cash on Delivery,Pending,447 Main St,City96,CA,29676,USA
ORD100321,CUST9293,Customer 9293,customer9293@example.com,+1-555-3811,2023-06-21 23:00:00,PRD935,Product 935,Toys,2,703.01,0.25,0.08,9.03,1147.91,Debit Card,Pending,6889 Main St,City97,CA,25153,USA
ORD100322,CUST8698,Customer 8698,customer8698@example.com,+1-555-1487,2023-05-13 00:00:00,PRD545,Product 545,Health,8,806.78,0.05,0.08,20.1,6642.15,Bank Transfer,Processing,5064 Main St,City34,NC,65954,USA
ORD100323,CUST3243,Customer 3243,customer3243@example.com,+1-555-6299,2023-11-05 17:00:00,PRD811,Product 811,Electronics,8,415.49,0.1,0.08,22.28,3253.13,Debit Card,Delivered,6993 Main St,City33,IL,21239,USA
ORD100324,CUST1867,Customer 1867,customer1867@example.com,+1-555-3540,2023-11-23 14:00:00,PRD113,Product 113,Clothing,3,114.78,0.3,0.08,23.21,283.53,Credit Card,Pending,1713 Main St,City79,IL,64213,USA
ORD100325,CUST9929,Customer 9929,customer9929@example.com,+1-555-5629,2023-08-21 04:00:00,PRD400,Product 400,Sports,6,920.51,0.16,0.08,17.51,5028.03,Cash on Delivery,Shipped,6538 Main St,City24,TX,97889,USA
ORD100326,CUST4264,Customer 4264,customer4264@example.com,+1-555-3868,2023-02-06 04:00:00,PRD832,Product 832,Automotive,6,475.49,0.22,0.08,20.36,2423.68,Debit Card,Shipped,8328 Main St,City37,NC,58253,USA
ORD100327,CUST3517,Customer 3517,customer3517@example.com,+1-555-3961,2023-10-22 20:00:00,PRD136,Product 136,Books,7,113.91,0.22,0.08,21.16,692.86,Debit Card,Processing,7498 Main St,City20,NY,12316,USA
ORD100328,CUST8685,Customer 8685,customer8685@example.com,+1-555-9540,2023-09-03 11:00:00,PRD665,Product 665,Books,5,133.5,0.06,0.08,19.33,696.98,Cash on Delivery,Shipped,6898 Main St,City72,PA,27552,USA
ORD100329,CUST9169,Customer 9169,customer9169@example.com,+1-555-4219,2023-10-09 13:00:00,PRD264,Product 264,Books,5,509.31,0.16,0.08,12.16,2322.39,Bank Transfer,Shipped,8291 Main St,City61,FL,64590,USA
ORD100330,CUST8685,Customer 8685,customer8685@example.com,+1-555-2899,2023-06-15 16:00:00,PRD156,Product 156,Sports,8,325.87,0.27,0.08,15.93,2071.26,Debit Card,Delivered,2047 Main St,City85,GA,37578,USA
ORD100331,CUST5456,Customer 5456,customer5456@example.com,+1-555-9182,2023-05-07 15:00:00,PRD738,Product 738,Clothing,1,980.44,0.25,0.08,10.14,804.3,Credit Card,Pending,9981 Main St,City86,NC,79982,USA
ORD100332,CUST6272,Customer 6272,customer6272@example.com,+1-555-4367,2023-01-15 02:00:00,PRD652,Product 652,Automotive,8,46.1,0.25,0.08,16.81,315.54,Cash on Delivery,Delivered,3686 Main St,City14,NY,76055,USA
ORD100333,CUST4850,Customer 4850,customer4850@example.com,+1-555-4015,2023-01-15 02:00:00,PRD540,Product 540,Books,10,579.85,0.16,0.08,7.77,5268.17,PayPal,Pending,2617 Main St,City19,TX,18484,USA
ORD100334,CUST1060,Customer 1060,customer1060@example.com,+1-555-7796,2023-11-21 22:00:00,PRD139,Product 139,Health,2,417.35,0.04,0.08,7.52,872.94,Debit Card,Processing,6263 Main St,City91,FL,72572,USA
ORD100335,CUST7897,Customer 7897,customer7897@example.com,+1-555-6685,2023-02-10 18:00:00,PRD772,Product 772,Home & Garden,7,907.1,0.02,0.08,15.0,6735.52,Debit Card,Processing,8370 Main St,City22,IL,56997,USA
ORD100336,CUST4649,Customer 4649,customer4649@example.com,+1-555-5568,2023-02-28 14:00:00,PRD348,Product 348,Automotive,4,418.13,0.27,0.08,7.27,1325.88,Debit Card,Cancelled,2821 Main St,City1,OH,98673,USA
ORD100337,CUST6550,Customer 6550,customer6550@example.com,+1-555-8417,2023-10-24 20:00:00,PRD539,Product 539,Automotive,1,534.11,0.11,0.08,13.55,526.94,Debit Card,Pending,9349 Main St,City25,MI,88505,USA
ORD100338,CUST1162,Customer 1162,customer1162@example.com,+1-555-4066,2023-06-16 02:00:00,PRD776,Product 776,Toys,2,420.68,0.27,0.08,24.51,687.84,PayPal,Processing,6131 Main St,City81,OH,24914,USA
ORD100339,CUST2256,Customer 2256,customer2256@example.com,+1-555-7444,2023-01-21 12:00:00,PRD956,Product 956,Home & Garden,8,581.31,0.12,0.08,22.54,4442.36,PayPal,Cancelled,9571 Main St,City76,PA,62200,USA
ORD100340,CUST9205,Customer 9205,customer9205@example.com,+1-555-4774,2023-07-16 03:00:00,PRD146,Product 146,Clothing,4,929.3,0.24,0.08,22.19,3073.27,Cash on Delivery,Cancelled,5537 Main St,City39,NC,99665,USA
ORD100341,CUST9908,Customer 9908,customer9908@example.com,+1-555-3522,2023-06-12 09:00:00,PRD944,Product 944,Books,6,115.19,0.27,0.08,17.81,562.7,Bank Transfer,Shipped,4686 Main St,City33,GA,53542,USA
ORD100342,CUST2022,Customer 2022,customer2022@example.com,+1-555-7477,2023-02-19 16:00:00,PRD706,Product 706,Electronics,5,577.29,0.06,0.08,5.26,2935.58,Cash on Delivery,Cancelled,1138 Main St,City25,GA,86057,USA
ORD100343,CUST4127,Customer 4127,customer4127@example.com,+1-555-2405,2023-05-02 08:00:00,PRD617,Product 617,Books,4,254.5,0.22,0.08,6.9,864.46,PayPal,Cancelled,5621 Main St,City53,OH,91095,USA
ORD100344,CUST8726,Customer 8726,customer8726@example.com,+1-555-9697,2023-03-03 06:00:00,PRD833,Product 833,Books,2,179.54,0.24,0.08,20.88,315.61,PayPal,Processing,8226 Main St,City35,FL,56822,USA
ORD100345,CUST2623,Customer 2623,customer2623@example.com,+1-555-1172,2023-03-09 10:00:00,PRD576,Product 576,Home & Garden,2,12.75,0.13,0.08,5.31,29.27,Bank Transfer,Processing,4413 Main St,City6,NY,47069,USA
ORD100346,CUST6260,Customer 6260,customer6260@example.com,+1-555-4195,2023-12-22 18:00:00,PRD865,Product 865,Toys,9,782.77,0.17,0.08,14.24,6329.32,Cash on Delivery,Delivered,7975 Main St,City20,PA,96283,USA
ORD100347,CUST7286,Customer 7286,customer7286@example.com,+1-555-4747,2023-01-12 19:00:00,PRD360,Product 360,Home & Garden,3,138.72,0.15,0.08,12.74,394.77,Debit Card,Shipped,5776 Main St,City1,PA,81695,USA
ORD100348,CUST1813,Customer 1813,customer1813@example.com,+1-555-5367,2023-05-26 02:00:00,PRD736,Product 736,Clothing,5,88.48,0.29,0.08,11.95,351.18,Debit Card,Processing,3676 Main St,City100,CA,94507,USA
ORD100349,CUST9215,Customer 9215,customer9215@example.com,+1-555-9432,2023-09-21 04:00:00,PRD328,Product 328,Books,5,302.58,0.1,0.08,17.51,1488.05,Credit Card,Processing,7756 Main St,City9,FL,88929,USA
ORD100350,CUST5911,Customer 5911,customer5911@example.com,+1-555-1420,2023-02-13 04:00:00,PRD965,Product 965,Sports,9,317.47,0.18,0.08,8.47,2538.83,Debit Card,Cancelled,7375 Main St,City71,GA,98547,USA
ORD100351,CUST4365,Customer 4365,customer4365@example.com,+1-555-1921,2023-03-12 11:00:00,PRD997,Product 997,Home & Garden,5,301.2,0.24,0.08,20.71,1256.83,PayPal,Cancelled,1424 Main St,City13,NC,82368,USA
ORD100352,CUST5602,Customer 5602,customer5602@example.com,+1-555-5368,2023-01-31 03:00:00,PRD426,Product 426,Health,9,296.17,0.17,0.08,23.18,2412.56,PayPal,Pending,7926 Main St,City45,TX,54506,USA
ORD100353,CUST3577,Customer 3577,customer3577@example.com,+1-555-8192,2023-12-06 07:00:00,PRD408,Product 408,Health,9,591.45,0.05,0.08,13.42,5474.87,Credit Card,Pending,8621 Main St,City29,OH,70881,USA
ORD100354,CUST2731,Customer 2731,customer2731@example.com,+1-555-1609,2023-01-26 01:00:00,PRD502,Product 502,Automotive,5,855.05,0.19,0.08,20.33,3760.32,Credit Card,Delivered,1562 Main St,City62,NY,30464,USA
ORD100355,CUST7477,Customer 7477,customer7477@example.com,+1-555-8111,2023-07-29 13:00:00,PRD529,Product 529,Health,10,146.43,0.27,0.08,19.47,1173.92,Cash on Delivery,Shipped,4356 Main St,City89,CA,77115,USA
ORD100356,CUST6735,Customer 6735,customer6735@example.com,+1-555-7065,2023-09-08 18:00:00,PRD350,Product 350,Health,10,417.51,0.15,0.08,8.55,3841.29,Cash on Delivery,Cancelled,3379 Main St,City22,FL,64025,USA
ORD100357,CUST3003,Customer 3003,customer3003@example.com,+1-555-5743,2023-02-18 16:00:00,PRD467,Product 467,Sports,2,303.62,0.27,0.08,17.02,495.77,Bank Transfer,Shipped,8468 Main St,City45,TX,24087,USA
ORD100358,CUST3241,Customer 3241,customer3241@example.com,+1-555-9003,2023-01-20 13:00:00,PRD163,Product 163,Home & Garden,4,175.54,0.16,0.08,17.29,654.29,Bank Transfer,Cancelled,1705 Main St,City35,IL,59484,USA
ORD100359,CUST3711,Customer 3711,customer3711@example.com,+1-555-8628,2023-09-26 00:00:00,PRD417,Product 417,Sports,3,59.76,0.02,0.08,7.06,196.81,Credit Card,Cancelled,4239 Main St,City50,IL,99250,USA
ORD100360,CUST2894,Customer 2894,customer2894@example.com,+1-555-6903,2023-11-28 02:00:00,PRD276,Product 276,Electronics,4,401.88,0.13,0.08,12.66,1523.09,Cash on Delivery,Pending,5145 Main St,City37,NC,61642,USA
ORD100361,CUST7649,Customer 7649,customer7649@example.com,+1-555-1289,2023-09-20 19:00:00,PRD151,Product 151,Books,1,197.5,0.12,0.08,13.32,201.02,Cash on Delivery,Shipped,8533 Main St,City51,FL,32002,USA
ORD100362,CUST2503,Customer 2503,customer2503@example.com,+1-555-2369,2023-09-08 00:00:00,PRD572,Product 572,Toys,3,306.82,0.12,0.08,5.52,880.33,Debit Card,Pending,1246 Main St,City16,NY,62053,USA
